Question,Answer
In corrispondenza del passo carrabile è consentita la sosta,F
Il segnale raffigurato è integrato con un segnale di PASSAGGIO OBBLIGATORIO A SINISTRA,F
Il segnale raffigurato è un segnale di indicazione,F
Il segnale raffigurato è posto prima dello sbocco in una piazza con circolazione rotatoria,V
Il segnale raffigurato indica la presenza di un incrocio nel quale la circolazione è regolata a rotatoria,V
Il segnale raffigurato è un segnale di obbligo,V
Il segnale raffigurato obbliga i conducenti a circolare secondo il verso indicato dalle frecce,V
Il segnale di figura (A) su strade extraurbane è preceduto dal segnale di pericolo di CIRCOLAZIONE ROTATORIA in figura (B),V
Il segnale raffigurato prescrive un obbligo di ROTATORIA solo per le autovetture,F
Il segnale raffigurato è posto su colonnina al centro dell'incrocio intorno alla quale bisogna girare secondo le frecce,F
Il segnale raffigurato è posto all'inizio di una strada senza uscita,F
"La strada rappresentata, di norma, ha due carreggiate a doppio senso di circolazione",F
"I veicoli a due ruote, con motore termico fino a 50 cm3 di cilindrata e velocità massima di 45 km/h sono ciclomotori",V
Il segnale raffigurato indica l'obbligo di tornare indietro,F
Il segnale raffigurato non vale per i ciclomotori,F
In presenza del segnale raffigurato è consentito marciare alla velocità di 40 km/h,V
Il segnale raffigurato indica il limite di velocità al di sotto del quale è vietato circolare,V
Il segnale raffigurato è un segnale di obbligo,V
Il segnale raffigurato impone di circolare ad una velocità di almeno 30 km/h,V
Il segnale raffigurato obbliga i veicoli a mantenere almeno la velocità indicata,V
Il segnale raffigurato vieta il transito ai veicoli che non siano in grado di osservare la prescrizione,V
Il segnale raffigurato consente di marciare alla velocità di 20 km/h,F
Il segnale raffigurato indica la fine del limite massimo di velocità,F
I ciclomotori possono avere due o tre ruote,V
Il segnale raffigurato vieta di superare la velocità indicata,F
"Il segnale raffigurato consente di marciare ad una velocità superiore a 30 km/h, senza alcun limite",F
Il segnale raffigurato prescrive di marciare alla velocità costante di 30 km/h,F
Il segnale raffigurato è un segnale di indicazione,F
Il segnale raffigurato vieta la circolazione ai veicoli che non sono in grado di marciare almeno a 30 km/h,V
Il segnale raffigurato prescrive un limite minimo di velocità,V
Il segnale raffigurato obbliga a mantenere una velocità non inferiore a 30 km/h,V
In presenza del segnale raffigurato è consentito circolare entro i limiti massimi di velocità vigenti per quella strada,V
Il segnale raffigurato consente la circolazione ai veicoli che procedono a velocità uguale o superiore a quella indicata,V
Il segnale raffigurato indica il limite massimo di velocità,F
Non tutti i veicoli a motore a due ruote vengono classificati ciclomotori,V
Il segnale raffigurato indica che la circolazione è riservata ai veicoli con velocità massima inferiore a quella indicata,F
Il segnale raffigurato vieta di marciare a velocità superiore a quella indicata,F
Il segnale raffigurato consente di marciare alla velocità di 25 km/h,F
Il segnale raffigurato obbliga a mantenere la distanza minima di sicurezza di 30 metri dal veicolo che precede,F
Il segnale raffigurato indica il divieto di transito ai veicoli con massa complessiva superiore a 30 t,F
Il segnale raffigurato consente di circolare a velocità inferiore a quella indicata,F
Il segnale raffigurato indica la velocità consigliata,F
Il segnale raffigurato indica la fine di una prescrizione,V
Il segnale raffigurato indica la fine del limite minimo di velocità,V
Il segnale raffigurato indica che non si ha più l'obbligo di circolare ad una velocità almeno pari a quella indicata,V
I ciclomotori a due ruote non possono avere un motore termico di cilindrata superiore a 50 cm3,V
Il segnale raffigurato consente di circolare entro i limiti massimi di velocità vigenti per quella strada,V
Il segnale raffigurato consente di circolare a velocità superiore a quella indicata,V
Il segnale raffigurato indica la fine del limite massimo di velocità,F
Il segnale raffigurato indica la fine del divieto di transito ai veicoli con massa complessiva superiore a 30 tonnellate,F
Il segnale raffigurato vieta la circolazione ai veicoli di massa superiore a 30 tonnellate,F
Il segnale raffigurato indica la fine del limite di lunghezza massima dei complessi di veicoli,F
Il segnale raffigurato indica la fine dell'obbligo di mantenere la distanza di almeno 30 metri dal veicolo che precede,F
Il segnale raffigurato vieta di circolare alla velocità di 30 km/h,F
Il segnale raffigurato prescrive di circolare con catene o pneumatici invernali,V
Il segnale raffigurato indica che la circolazione è consentita solo con catene o pneumatici invernali,V
"I ciclomotori sono soggetti a revisione dopo quattro anni dalla prima immatricolazione, successivamente ogni due anni",V
Il segnale raffigurato consente il transito solo ai veicoli muniti di catene o pneumatici invernali,V
Il segnale raffigurato vieta il transito a veicoli sprovvisti di catene o pneumatici invernali,V
Il segnale raffigurato presegnala un tratto di strada ove occorre procedere con particolare prudenza,V
"Il segnale raffigurato si trova su strade che, in particolari condizioni, sono innevate o ghiacciate",V
Il segnale raffigurato vieta la circolazione ai veicoli muniti di pneumatici con catene,F
Il segnale raffigurato presegnala la progressiva chilometrica oltre la quale è obbligatorio l'uso delle catene,F
Il segnale raffigurato vieta la circolazione a veicoli muniti di pneumatici con spessore del battistrada inferiore a 3 millimetri,F
Il segnale raffigurato obbliga a togliere le catene per non rovinare l'asfalto,F
"Il segnale raffigurato, con pannello integrativo, indica la distanza a cui si trova un'officina per montare le catene",F
Il segnale raffigurato indica l'inizio di un viale pedonale,V
I ciclomotori non hanno più di due ruote,F
Il segnale raffigurato è un segnale di obbligo,V
Il segnale raffigurato vale anche di giorno,V
Il segnale raffigurato indica un percorso pedonale,V
"Il segnale raffigurato consente il transito anche ai veicoli, ma solo con particolare prudenza ed attenzione ai pedoni",F
Il segnale raffigurato indica un divieto di transito per i pedoni,F
Il segnale raffigurato indica un attraversamento pedonale,F
Il segnale raffigurato obbliga i conducenti di veicoli a dare la precedenza ai pedoni,F
Il segnale raffigurato indica un percorso pedonale e ciclabile,F
Il segnale raffigurato è posto in corrispondenza della fine del percorso pedonale,V
Il segnale raffigurato è posto in corrispondenza della fine del viale pedonale,V
"Le biciclette con pedalata assistita, dotate di motore elettrico ausiliario di potenza massima fino a 0,25 kW, sono definite ciclomotori",F
Il segnale raffigurato indica che da lì in poi i pedoni non circolano più su un percorso riservato,V
Il segnale raffigurato preannuncia un attraversamento pedonale,F
Il segnale raffigurato preannuncia un divieto di transito per i pedoni,F
Il segnale raffigurato vieta ai pedoni di attraversare la strada,F
Il segnale raffigurato preannuncia la fine di un'area vietata ai pedoni,F
Il segnale raffigurato è posto in corrispondenza di un percorso vietato alle autovetture e ai motocicli,V
Il segnale raffigurato è posto in corrispondenza di una corsia riservata alle biciclette,V
Il segnale raffigurato è posto in corrispondenza di un percorso riservato alle biciclette,V
Il segnale raffigurato è posto in corrispondenza di un itinerario che si può percorrere solo con le biciclette,V
Il segnale raffigurato è posto in corrispondenza di un attraversamento ciclabile regolato da semaforo,F
Si definiscono ciclomotori tutti i veicoli a due ruote di cilindrata superiore a 50 cm3,F
Il segnale raffigurato vieta il transito alle biciclette,F
Il segnale raffigurato è posto in corrispondenza di un percorso per pedoni e biciclette,F
Il segnale raffigurato è posto in corrispondenza di una pista riservata alle biciclette e ai ciclomotori,F
Il segnale raffigurato è posto in corrispondenza di un percorso consentito al transito di pedoni e di biciclette,F
Il segnale raffigurato è posto in corrispondenza di un'area vietata al transito delle biciclette,F
Il segnale raffigurato è posto in corrispondenza della fine della pista ciclabile,V
Il segnale raffigurato è posto in corrispondenza della fine di un itinerario percorribile solo con biciclette,V
Il segnale raffigurato è posto in corrispondenza della fine di una corsia riservata ai ciclisti,V
Il segnale raffigurato è posto in corrispondenza della fine di una pista riservata alle biciclette,V
Il segnale raffigurato indica un divieto di sosta per le biciclette,F
"I ciclomotori, per essere definiti tali, devono essere muniti di cambio manuale",F
Il segnale raffigurato vieta il transito alle biciclette e ai ciclomotori,F
Il segnale raffigurato è posto in corrispondenza della fine del percorso pedonale e ciclabile,F
Il segnale raffigurato preannuncia che non è più consentito il transito ai ciclisti e ai pedoni,F
Il segnale raffigurato è posto all'inizio di un'area vietata alle biciclette,F
Il segnale raffigurato è posto in corrispondenza dell'inizio di una pista ciclabile accanto al marciapiede,V
Il segnale raffigurato è posto in corrispondenza dell'inizio di una corsia riservata alle biciclette accanto ad un percorso pedonale,V
"Il segnale raffigurato è posto in corrispondenza dell'inizio di una pista riservata alle biciclette, affiancata da un viale pedonale",V
Il segnale raffigurato è posto in corrispondenza dell'inizio di un percorso ciclabile accanto ad un percorso pedonale,V
Il segnale raffigurato non consente la circolazione dei veicoli a motore,V
Il segnale raffigurato è posto in corrispondenza di un percorso unico per pedoni e ciclisti,F
I ciclomotori possono circolare alla velocità di 60 km/h fuori dai centri urbani,F
"Il segnale raffigurato è posto in corrispondenza di un viale misto, riservato sia ai pedoni che ai ciclisti",F
Il segnale raffigurato è posto in corrispondenza della fine delle corsie riservate ai pedoni e alle biciclette,F
Il segnale raffigurato preannuncia l'obbligo di condurre a mano la bicicletta,F
Il segnale raffigurato preannuncia l'obbligo di parcheggiare la bicicletta e proseguire a piedi,F
Il segnale raffigurato è posto in corrispondenza di un percorso unico per pedoni e ciclisti,V
"Il segnale raffigurato è posto in corrispondenza di un viale misto, riservato sia ai pedoni che ai ciclisti",V
Il segnale raffigurato è posto in corrispondenza di un itinerario riservato solo al transito di pedoni e ciclisti,V
Il segnale raffigurato non consente la circolazione dei veicoli a motore,V
Il segnale raffigurato è posto in corrispondenza di una pista ciclabile a fianco del marciapiede,F
Il segnale raffigurato è posto in corrispondenza di una pista ciclabile a fianco di un percorso riservato ai pedoni,F
La strada rappresentata è composta da tre corsie,F
I ciclomotori non sono soggetti a revisione periodica,F
Il segnale raffigurato è posto in corrispondenza di un'area pedonale accanto ad un percorso per ciclisti,F
"Il segnale raffigurato è posto in corrispondenza di un percorso pedonale accanto ad un percorso per le biciclette, separati da spartitraffico",F
Il segnale raffigurato è posto in corrispondenza di un'area transitabile con biciclette soltanto se condotte a mano,F
Il segnale raffigurato è posto in corrispondenza della fine della pista ciclabile accanto al marciapiede,V
Il segnale raffigurato è posto in corrispondenza della fine della pista ciclabile accanto ad un percorso riservato ai pedoni,V
Il segnale raffigurato è posto in corrispondenza della fine del percorso pedonale a fianco della pista ciclabile,V
Il segnale raffigurato è posto in corrispondenza della fine del percorso pedonale accanto ad un percorso ciclabile,V
Il segnale raffigurato vieta il transito a tutti i veicoli a due ruote,F
Il segnale raffigurato vieta il transito di biciclette condotte a mano,F
Il segnale raffigurato è posto in corrispondenza di una pista riservata in alcuni giorni ai pedoni e in altri alle biciclette,F
I tricicli a motore sono veicoli a motore a tre ruote simmetriche,V
Il segnale raffigurato vieta ai pedoni di entrare nelle ore notturne,F
Il segnale raffigurato è posto in corrispondenza della fine del percorso unico pedonale e ciclabile,V
"Il segnale raffigurato è posto in corrispondenza della fine di un percorso misto, riservato sia ai pedoni che alle biciclette",V
Il segnale raffigurato è posto in corrispondenza della fine del percorso riservato alla circolazione mista di pedoni e di ciclisti,V
Il segnale raffigurato è posto in corrispondenza di un percorso riservato ai pedoni e alle biciclette,F
Il segnale raffigurato è posto in corrispondenza della fine della sola pista ciclabile,F
Il segnale raffigurato vieta il transito delle biciclette condotte a mano,F
Il segnale raffigurato è posto in corrispondenza della fine del solo percorso pedonale,F
Il segnale raffigurato non consente il transito ai veicoli,V
Il segnale raffigurato obbliga ad arrestarsi alla frontiera con uno Stato dell'Unione Europea,F
I tricicli a motore sono veicoli con motore di cilindrata superiore a 50 cm3,V
Il segnale raffigurato preavvisa l'obbligo di arrestarsi per il controllo doganale entrando in Italia,F
Il segnale raffigurato preavvisa confine di Stato con un Paese che fa parte dell'Unione Europea,V
Il segnale raffigurato è posto sulle strade che portano al confine di Stato con un Paese dell'Unione Europea,V
Il segnale raffigurato preavvisa la distanza dal confine con uno Stato che fa parte dell'Unione Europea,V
Il segnale raffigurato non obbliga ad arrestarsi per il controllo doganale al confine di Stato,V
Il segnale raffigurato si trova in vicinanza di un posto di blocco,F
"Il segnale raffigurato è posto dietro ai veicoli, per indicarne la nazionalità",F
"Il segnale raffigurato è posto dietro al veicolo, per indicare che esso appartiene ad un cittadino dell'Unione Europea",F
Il segnale raffigurato preavvisa l'obbligo di arresto alla frontiera con uno Stato dell'Unione Europea,F
Il segnale raffigurato obbliga ad arrestarsi per il controllo doganale all'ingresso nel territorio di un Paese europeo,F
I tricicli a motore sono veicoli a motore aventi una velocità massima per costruzione superiore a 45 km/h,V
Il segnale raffigurato è posto in vicinanza di un cantiere stradale,V
Il segnale raffigurato preavvisa la direzione obbligatoria per autotreni ed autoarticolati,V
Il segnale raffigurato viene installato per il periodo di durata dei lavori stradali,V
Il segnale raffigurato preavvisa la direzione per un'area di rifornimento e sosta per mezzi pesanti,F
Il segnale raffigurato obbliga tutti i veicoli a proseguire diritto,F
Il segnale raffigurato preavvisa una direzione consigliata,F
Il segnale raffigurato consiglia a tutti i veicoli di seguire la direzione indicata dalla freccia,F
Il pannello raffigurato indica la vicinanza di una curva stretta,V
Il pannello raffigurato indica il numero progressivo di una curva pericolosa,V
Il pannello raffigurato indica il primo di una serie di tornanti (curve a raggio ridotto),V
"I tricicli a motore sono soggetti a revisione dopo quattro anni dalla prima immatricolazione, successivamente ogni due anni",V
"Il pannello raffigurato, in una serie di tornanti, ne indica il numero progressivo",V
Il pannello raffigurato indica una zona a circolazione rotatoria,F
Il pannello raffigurato indica che fra un chilometro troveremo un tornante,F
Il pannello raffigurato indica i chilometri da fare per poter tornare indietro,F
Il pannello raffigurato indica il numero di incroci superati,F
Il pannello raffigurato indica a quanti chilometri di distanza si trova il prossimo tornante,F
Il pannello raffigurato indica il numero del cavalcavia,F
"Il segnale raffigurato indica la direzione consigliata per gli autocarri di massa complessiva a pieno carico superiore a 3,5 tonnellate",V
Il segnale raffigurato indica la categoria di veicoli a cui è consigliata la svolta,V
"Il segnale raffigurato è installato nel punto della deviazione consigliata per autocarri che superano 3,5 tonnellate",V
I tricicli a motore sono veicoli a motore che possono essere condotti senza patente,F
Il segnale raffigurato può essere preceduto da un segnale di preavviso,V
Il segnale raffigurato si trova in vicinanza di un incrocio che precede un cantiere stradale,V
Il segnale raffigurato indica che è vietato svoltare a sinistra,F
Il segnale raffigurato indica un'area di sosta per gli autocarri,F
Il segnale raffigurato indica la direzione da seguire per arrivare in una discarica,F
"Il segnale raffigurato indica una strada a senso unico sulla destra, riservata solo agli autocarri",F
Il segnale raffigurato obbliga gli autocarri a svoltare a destra,F
Il segnale raffigurato preavvisa lavori in corso,V
Il segnale raffigurato preavvisa cantieri di lavoro,V
Il segnale raffigurato preavvisa eventuali depositi temporanei di materiali o macchinari,V
I tricicli a motore sono costituiti da un motociclo e un sidecar,F
Il segnale raffigurato preavvisa la eventuale presenza di uomini che lavorano presso o sulla carreggiata,V
Il segnale raffigurato può essere integrato da pannello che indica la lunghezza del cantiere,V
Il segnale raffigurato impone di dare la precedenza ai veicoli che escono dal cantiere,F
Il segnale raffigurato preavvisa l'obbligo di dare la precedenza ai veicoli che provengono in senso opposto,F
Il segnale raffigurato obbliga a invertire il senso di marcia nelle ore di lavoro degli operai,F
Il segnale raffigurato obbliga a dare la precedenza agli addetti ai lavori,F
Il segnale raffigurato preavvisa un senso unico alternato,F
La barriera raffigurata segnala un'area occupata da un cantiere stradale,V
La barriera raffigurata delimita un'area dove si stanno svolgendo lavori stradali,V
La barriera raffigurata è posta ai bordi di un cantiere stradale,V
I tricicli a motore sono veicoli con motore di cilindrata inferiore a 50 cm3 e aventi velocità massima per costruzione fino a 45 km/h,F
La barriera raffigurata può utilizzarsi nei passaggi a livello quando le sbarre sono guaste,V
La barriera raffigurata può essere integrata da lanterna a luce rossa fissa in caso di scarsa visibilità,V
La barriera raffigurata si trova all'ingresso di un'autorimessa,F
La barriera raffigurata segnala un parcheggio riservato ai veicoli per lavori stradali,F
La barriera raffigurata si trova nei caselli autostradali per delimitare le corsie,F
La barriera raffigurata segnala una curva pericolosa,F
Le barriere segnalano un percorso ciclabile,F
Il cono raffigurato può delimitare zone di lavoro di breve durata,V
Il cono raffigurato si può usare per segnalare deviazioni provvisorie,V
Il cono raffigurato si può usare per indicare aree interessate da incidenti,V
I tricicli a motore non sono soggetti a revisione periodica,F
Il cono raffigurato può indicare separazione provvisoria dei sensi di marcia,V
Il cono raffigurato si usa per indicare un parcheggio riservato,F
Il cono raffigurato si può usare in presenza di lavori stradali superiori a 10 giorni,F
Il cono raffigurato si usa su strade dove avvengono abbondanti nevicate,F
Il cono raffigurato separa la carreggiata dalla pista ciclabile,F
Il cono raffigurato indica un ostacolo posto fuori della carreggiata,F
"Il segnale raffigurato può essere posto sui veicoli per lavori stradali, fermi o in lento movimento",V
Il segnale raffigurato indica il lato dal quale il veicolo su cui è posto deve essere sorpassato,V
Il segnale raffigurato può essere posto sui veicoli per la manutenzione stradale in sosta sulla carreggiata,V
"Il segnale raffigurato può essere posto su alcuni veicoli per lavori stradali, che procedono a bassa velocità",V
I quadricicli leggeri alimentati a benzina hanno cilindrata del motore inferiore o pari a 50 cm3,V
Il segnale raffigurato invita i conducenti a diminuire la velocità per la possibile presenza di veicoli fermi o in lento movimento,V
Il segnale raffigurato indica di sorpassare l'ostacolo sulla sinistra,F
Il segnale raffigurato indica di svoltare subito a destra,F
Il segnale raffigurato indica corsia di destra chiusa per manutenzione stradale,F
Il segnale raffigurato obbliga a sostare a destra,F
Il segnale raffigurato preavvisa un cantiere mobile con strettoia a sinistra,V
Il segnale raffigurato può essere installato su un veicolo per preavvisare un cantiere stradale,V
Il segnale raffigurato indica le corsie disponibili per la circolazione,V
Il segnale raffigurato indica una diminuzione da tre a due corsie,V
Il segnale raffigurato può essere completato con luci gialle lampeggianti,V
"Nella strada rappresentata, la corsia centrale è a doppio senso di circolazione",F
I quadricicli leggeri a motore con motore Diesel hanno potenza pari o inferiore a 4 kW,V
Il segnale raffigurato indica quanti veicoli possono transitare contemporaneamente,F
Il segnale raffigurato indica una piazzola di sosta sul lato sinistro,F
Il segnale raffigurato indica ai veicoli di massa effettiva superiore a 7 tonnellate diretti a Lucca di cambiare strada,V
Il segnale raffigurato consente agli autocarri di massa a pieno carico inferiore a 7 tonnellate di proseguire diritto,V
Il segnale raffigurato non consente ai veicoli di massa effettiva superiore a 7 tonnellate diretti a Lucca di proseguire diritto,V
Il segnale raffigurato indica una limitazione di transito su un tratto di strada per i veicoli di massa effettiva superiore a 7 tonnellate,V
Il segnale raffigurato viene posto in vicinanza di un incrocio che anticipa un cantiere stradale,V
Il segnale raffigurato fa parte dei segnali temporanei per cantieri di lavoro sulla strada,V
"Il segnale raffigurato indica, a tutti i veicoli, che non è possibile proseguire diritto per Lucca",F
Il segnale raffigurato obbliga tutti i veicoli a svoltare a destra al bivio seguente,F
I quadricicli leggeri con motore elettrico hanno potenza inferiore o uguale a 4 kW,V
Il segnale raffigurato vieta il sorpasso agli autoveicoli di massa totale superiore a 7 tonnellate,F
Il segnale raffigurato vieta il transito ai veicoli che superano 7 metri di lunghezza,F
Il segnale raffigurato indica la chiusura della corsia di destra per lavori in corso,V
Il segnale raffigurato indica una diminuzione da due a una corsia di marcia,V
Il segnale raffigurato è posto in vicinanza di un cantiere stradale,V
Il segnale raffigurato può essere completato con pannello che indica la distanza dal punto di chiusura della corsia,V
Il segnale raffigurato indica restringimento della carreggiata per lavori in corso,V
Il segnale raffigurato indica la possibilità di sorpassare a destra,F
Il segnale raffigurato preannuncia uno svincolo che consente l'inversione di marcia,F
Il segnale raffigurato si trova in vicinanza di un incrocio,F
I quadricicli sono veicoli a motore a quattro ruote,V
Il segnale raffigurato indica una piazzola per la fermata degli autobus,F
Il segnale raffigurato indica la chiusura della corsia per i veicoli lenti,F
Il segnale raffigurato obbliga a dare la precedenza ai veicoli provenienti da destra,F
"Il segnale raffigurato, posto in presenza di lavori stradali, indica alle categorie di veicoli quali corsie possono occupare",V
Il segnale raffigurato viene utilizzato per indicare l'uso delle corsie,V
Il segnale raffigurato indica ai veicoli su quali corsie debbono circolare,V
"Il segnale raffigurato indica agli autocarri di massa complessiva superiore a 3,5 tonnellate quale corsia debbono percorrere",V
"Il segnale raffigurato indica che gli autocarri di massa complessiva superiore a 3,5 tonnellate possono percorrere solo la corsia di destra",V
Il segnale raffigurato indica l'avvicinarsi di un casello autostradale,F
Il segnale raffigurato obbliga gli autocarri a circolare per file parallele,F
"I quadricicli leggeri, ai fini della circolazione, sono assimilati ai ciclomotori",V
Il segnale raffigurato indica che gli autocarri debbono solo sorpassare a destra,F
Il segnale raffigurato vieta ai motocicli di circolare sulla corsia di sinistra,F
I delineatori raffigurati sono usati ai lati della carreggiata di strade a senso unico,V
I delineatori raffigurati sono dei segnali complementari,V
I delineatori raffigurati sono posti ai margini di una strada o di una carreggiata a senso unico,V
I delineatori raffigurati servono a visualizzare meglio l'andamento della strada,V
I delineatori raffigurati sono posti su strada a doppio senso,F
I delineatori raffigurati si trovano prima di un attraversamento pedonale,F
I delineatori raffigurati sono posti al centro della carreggiata,F
I delineatori raffigurati dividono la carreggiata in corsie,F
La potenza dei quadricicli non leggeri è sempre inferiore o uguale a 15 kW,V
I delineatori raffigurati sono posti per indicare un'area di sosta riservata,F
I delineatori raffigurati sono visibili solo di notte,F
I delineatori raffigurati sono utili soprattutto nei casi di scarsa visibilità,V
I delineatori raffigurati sono dei segnali complementari,V
I delineatori raffigurati sono posti ai margini di una strada a doppio senso,V
I delineatori raffigurati servono a visualizzare meglio l'andamento della strada,V
I delineatori raffigurati sono utili solo nelle ore notturne,F
I delineatori raffigurati vengono posti a distanza di almeno 100 metri l'uno dall'altro,F
I delineatori raffigurati sono posti al centro della carreggiata,F
I delineatori raffigurati dividono la carreggiata in corsie,F
I quadricicli sono soggetti a revisione periodica,V
I delineatori raffigurati sono posti ai lati della carreggiata nelle strade a senso unico,F
Il delineatore raffigurato è posto ai lati delle gallerie a senso unico,V
Il delineatore raffigurato è un segnale complementare posto nelle gallerie a senso unico,V
Il delineatore raffigurato si può trovare anche per evidenziare deviazioni o strettoie della carreggiata,V
Il delineatore raffigurato è un segnale complementare,V
Il delineatore raffigurato è usato per indicare un incrocio a senso unico,F
Il delineatore raffigurato indica una strada chiusa,F
Il delineatore raffigurato è posto al centro della carreggiata per indicare un ostacolo,F
Il delineatore raffigurato divide la carreggiata in corsie,F
La sosta è consentita negli spazi riservati allo stazionamento dei taxi solo se non si protrae per lungo tempo,F
I quadricicli diversi da quelli leggeri possono essere guidati senza patente,F
"La sosta è consentita sulle aree destinate ai veicoli per il carico e lo scarico di cose, nelle ore stabilite, soltanto se di breve durata",F
La sosta è consentita negli spazi riservati alla fermata o alla sosta dei veicoli per persone invalide purché di breve durata,F
La sosta è vietata nelle corsie o carreggiate riservate ai mezzi pubblici,V
La sosta è vietata nelle aree pedonali urbane,V
La sosta è vietata nelle zone a traffico limitato per i veicoli non autorizzati,V
La sosta è vietata negli spazi destinati a servizi di emergenza o di igiene pubblica indicati dalla apposita segnaletica,V
La sosta è vietata davanti ai cassonetti dei rifiuti urbani,V
Brevi soste sono consentite nelle aree pedonali urbane,F
"La sosta, ed anche la fermata, sono vietate negli spazi destinati a servizi di emergenza o di igiene pubblica indicati dalla apposita segnaletica",F
La sosta così come la fermata sono vietate davanti ai cassonetti dei rifiuti urbani,F
"I quadricicli non leggeri, ai fini della circolazione, sono equiparati ai ciclomotori",F
"La sosta è vietata, limitatamente alle ore di esercizio, in corrispondenza dei distributori di carburante, e in loro prossimità sino a 5 metri prima e dopo",V
"Nei centri abitati il conducente non deve lasciare in sosta un rimorchio staccato dalla motrice, salvo diversa segnalazione",V
"Nel caso in cui la sosta è espressamente vietata da una norma del codice stradale, l'osservanza di tale divieto non è condizionata dalla presenza di cartelli segnaletici",V
"La sosta è vietata in corrispondenza dei distributori di carburante, sino a 5 metri prima e dopo, anche quando i distributori sono chiusi",F
"Nel caso in cui la sosta è espressamente vietata da una norma del codice della strada, l'osservanza di tale divieto è comunque condizionata dalla presenza di cartelli segnaletici",F
"La sosta negli spazi riservati allo stazionamento e alla fermata di autobus, filobus e veicoli circolanti su rotaia comporta, tra l'altro, la sottrazione di punti dalla patente",V
"La sosta, a meno di 15 metri dal segnale di fermata degli autobus, qualora gli spazi di fermata non siano delimitati, comporta tra l'altro, la sottrazione di punti dalla patente",V
"La sosta negli spazi riservati alla fermata e alla sosta dei veicoli per persone invalide, comporta, tra l'altro, la sottrazione di punti dalla patente",V
"La sosta in corrispondenza degli scivoli o dei raccordi tra i marciapiedi e la carreggiata utilizzati dai veicoli per persone invalide comporta, tra l'altro, la sottrazione di punti dalla patente",V
"La sosta nelle corsie o carreggiate riservate ai mezzi pubblici comporta, tra l'altro, la sottrazione di punti dalla patente",V
Per condurre i quadricicli non leggeri è sufficiente essere in possesso del certificato di idoneità alla guida dei ciclomotori,F
"La sosta negli spazi riservati allo stazionamento e alla fermata di autobus, filobus e veicoli circolanti su rotaia, è consentita se si utilizza il disco orario",F
"La sosta a meno di 15 metri dal segnale di fermata autobus, qualora gli spazi di stazionamento non siano delimitati, è consentita azionando la segnalazione luminosa di pericolo (quattro frecce lampeggianti simultaneamente)",F
"La sosta negli spazi riservati alla fermata e alla sosta dei veicoli per persone invalide comporta una sanzione pecuniaria, ma non la sottrazione di punti dalla patente del conducente",F
"La sosta in corrispondenza degli scivoli o dei raccordi tra i marciapiedi e la carreggiata utilizzati dai veicoli per persone invalide, comporta la sospensione della patente",F
"La sosta nelle corsie o carreggiate riservate ai mezzi pubblici, è consentita, nei centri abitati, dalle ore 22.00 alle ore 8.00",F
La sosta di emergenza è l'interruzione della marcia nel caso in cui il veicolo è inutilizzabile per avaria,V
La sosta di emergenza è l'interruzione della marcia nel caso in cui il veicolo deve arrestarsi per malessere fisico del conducente o di un passeggero,V
La sosta di emergenza è l'interruzione della marcia dovuta ad esigenze della circolazione,F
La sosta di emergenza è la temporanea sospensione della marcia per consentire la discesa di persona invalida,F
La sosta di emergenza è la temporanea sospensione della marcia per consentire ad una persona invalida di salire sul veicolo,F
"E' consentito sostituire il dispositivo di scarico dei quadricicli leggeri per aumentare la velocità massima, purché non si aumenti la cilindrata del motore",F
"Quando si aprono le porte di un veicolo, bisogna assicurarsi che ciò non costituisca pericolo o intralcio per gli altri utenti della strada",V
Prima di aprire lo sportello di un veicolo dal lato rivolto verso il centro della strada bisogna assicurarsi che non sopraggiungano altri veicoli,V
Prima di aprire lo sportello di un veicolo dal lato rivolto verso il marciapiede bisogna assicurarsi che non sopraggiungano pedoni,V
Quando si scende da un veicolo bisogna assicurarsi che ciò non costituisca pericolo o intralcio per gli altri utenti della strada,V
"Allorché si accinge a scendere dall'autoveicolo, il conducente deve assicurarsi, anche mediante lo specchietto retrovisore, che non sopraggiungano altri veicoli",V
"Prima di scendere dal veicolo in sosta, il conducente deve assicurarsi di avere spento il motore",V
L'apertura di uno sportello del veicolo dal lato del marciapiede comporta l'obbligo di attivare l'indicatore di direzione da quel lato,F
L'apertura degli sportelli del veicolo dal lato rivolto verso il centro della strada è vietato,F
Il conducente può lasciare il veicolo in sosta con il motore acceso per consentire il funzionamento dell'aria condizionata,F
"Prima di scendere dal veicolo in sosta, il conducente deve azionare il freno a mano del veicolo, su tutte le strade in discesa ma non in quelle in salita",F
"Nelle carreggiate laterali della strada rappresentata è consentita, di norma, l'inversione di marcia",F
La guida dei quadricicli non leggeri è consentita già al compimento del quattordicesimo anno di età,F
"Nel caso di ingombro della carreggiata per caduta accidentale del carico il conducente deve provvedere a rimuovere il carico, se possibile",V
"Su strada extraurbana, nel caso di ingombro della carreggiata per caduta accidentale del carico, il conducente deve presegnalare l'ostacolo mediante il segnale di veicolo fermo (triangolo)",V
"Nel caso di ingombro della carreggiata per caduta accidentale del carico il conducente deve rendere sollecitamente libero, per quanto possibile, il transito",V
Nel caso di ingombro della carreggiata per caduta accidentale del carico il conducente deve presegnalare l'ostacolo mediante il segnale di STOP,F
Nel caso di ingombro della carreggiata per caduta accidentale del carico il conducente deve restare a bordo del veicolo in attesa dei soccorsi,F
